movie_id,movie_title,release_year,director,actor
551,Love Failure,2012,Balaji Mohan,"siddharth, Amala Paul, Ravi Raghavendra"
552,Kiss,2013,adivi_sesh,"adivi_sesh, Priya Banerjee, Shafi Moin"
553,Karma,2010,adivi_sesh,"adivi_sesh, Jade Tailor, Sher ali, Ramakrishna"
554,Kshanam,2016,Ravikanth Perepu,"adivi_sesh, Adah Sharma, vennela_kishore, satyam_rajesh "
555,Ami Thumi,2017,Mohan krishna Indraganti,"adivi_sesh, Eesha Rebba, vennela_kishore"
556,Goodachaari,2018,Sashi Kiran Thikka,"adivi_sesh, Sobhita Dhulipala, jagapathi_babu, prakash_raj, vennela_kishore"
557,Evaru,2019,Venkat Ramji,"adivi_sesh, regina_cassandra, naveen_chandra, Murali Sharma"
558,Major,2022,Sashi Kiran Thikka,"adivi_sesh, Saiee Manjrekar, prakash_raj"
559,Uyyala Jampala,2013,Virinchi Varma,"raj_tharun, Avika Gor, Punarnavi Bhupalam"
560,Cinema Choopistha Mava,2015,Trinadh Rao Nakkina,"raj_tharun, Avika Gor,brahmanandham, sapthagiri, satya, Rao Ramesh"
561,Kumari 21f,2015,Surya Prathap Palnati,"raj_tharun, Hebah Patel, Noel Sean, Sudharshan"
562,Eedo rakam Aado Rakam,2016,G. Nageswara Rao,"raj_tharun, Hebah Patel, Vishnu Manchu, Sonarika Bhadoria, posani_krishna_murali, vennela_kishore, rajendra_prasad"
563,Kittu Unnadu Jagratha,2017,Vamsi krishna,"raj_tharun, anu_emmanuel, vennela_kishore, Prudhviraj, raghu_babu"
564,Andahagadu,2017,Veligonda Srinivas,"raj_tharun, Hebah Patel, rajendra_prasad, satya, satyam_rajesh, Jaya Prakash Reddy"
565,Rangula Raatnam,2018,Sriranjini,"raj_tharun, Chitra Shukla, Priyadarshi"
566,Raju Gadu,2018,Sanjana Reddy,"raj_tharun, Amyra Dastur, Pujita Ponnada, rajendra_prasad, Rao Ramesh"
567,Lover,2018,Anish krishna,"raj_tharun, Riddhi Kumar, satyam_rajesh"
568,Iddari Lokam Okate,2019,G. R. krishna,"raj_tharun, Shalini Pandey, Nassar, prudhvi_raj"
569,Orey Bujjiga..!,2020,Vijay Kumar Konda,"raj_tharun, Malavika Nair, Hebah Patel, posani_krishna_murali, sapthagiri, satya"
570,Anubhavinchu Raja,2021,Sreenu Gavireddy,"raj_tharun, Kasish Khan, posani_krishna_murali"
571,Naa Saami Ranga,2024,Vijay Binni,"raj_tharun, Rukshar Dhillon, nagarjuna_akkineni, Ashika Ranganath, allari_naresh, Mirnaa Menon"
572,Purushothammudu,2024,Ram Bhimana,"raj_tharun, Hassini Sudhir,brahmanandham, satya"
573,Tiragabadara Saami,2024,A. S. Ravi Kumar Chowdary,"raj_tharun, Malvi Malhotra, Mannara Chopra, raghu_babu, prudhvi_raj"
574,Bhale Unnade,2024,J. Siva Sai Vardhan,"raj_tharun, Manisha Kandkur, Abhirami, Hyper Aadi"
575,Aame,1994,E. V. V. satyanarayana​,"srikanth, Ooha, kota_srinivasa_rao,brahmanandham, Naresh"
576,Taj Mahal,1995,Muppalaneni Shiva,"srikanth, Monica Bedi,brahmanandham, babu_mohan, kota_srinivasa_rao"
577,Pelli Sandadi,1996,K. Raghavendra Rao​,"srikanth, Ravali, Deepti Bhatnagar, babu_mohan,brahmanandham"
578,Vinodam,1996,S. V. krishna Reddy​,"srikanth, Ravali, kota_srinivasa_rao,brahmanandham, babu_mohan, ali, prakash_raj"
579,Thaali,1997,E. V. V. satyanarayana​,"srikanth, Swetha, Sneha, Swathi, rajendra_prasad, kota_srinivasa_rao,brahmanandham"
580,Egire Paavurama,1997,S. V. krishna Reddy​,"srikanth, Laila, J. D. Chakravarthy, kota_srinivasa_rao,brahmanandham, babu_mohan"
581,Aahvanama,1997,S. V. krishna Reddy​,"srikanth, ramya_krishnan, ali"
582,Taraka Ramudu,1997,R. V. Udayakumar,"srikanth, soundarya, kota_srinivasa_rao, babu_mohan"
583,Maa Nannaku Pelli,1997,E. V. V. satyanarayana,"srikanth, Simran, krishnam Raju, kota_srinivasa_rao"
584,Ooyala,1998,S. V. krishna Reddy,"srikanth, ramya_krishnan, Nassar,brahmanandham"
585,Pandaga,1998,Sarath,"srikanth, Raasi, Akkineni Nageswara Rao, babu_mohan, ms_narayana, venu_madhav"
586,Kanyadanam,1998,E. V. V. satyanarayana,"srikanth, Rachana, Upendra, Rajeev Kanakala,brahmanandham, kota_srinivasa_rao"
587,Khadgam,2004,Krishna Vamsi,"srikanth, Sonali Bendre, Kim Sharma, ravi_teja, Sangeetha, prakash_raj"
588,Radha Gopalam,2005,Bapu,"srikanth, Sneha,brahmanandham, sunil, dharmavarapu_subramanyam, venu_madhav"
589,Mahatma,2009,Krishna Vamsi,"srikanth, Bhavana,brahmanandham, Jaya Prakash Reddy"
590,Gudachari 116,1966,M. Mallikharjuna Rao,"krishna, Jayalalitha, Rajanala, Mukkamala"
591,Marapurani Katha,1967,V. Ramachandra Rao,"krishna, Vanisri, Chandra Mohan"
592,Ave Kallu,1967,A. C. Tirulokchandar,"krishna, Kanchana, Rajanala"
593,Lakshmi Nivasam,1968,V. Madhusudan Rao,"krishna, Anjali Devi, Vanisri, s_v_rangarao, Sobhan Babu"
594,Mosagallaki Mosagaadu,1971,K. S. R. Das,"krishna, vijaya_nirmala, Nagabhushanam, gummadi, Kaikala satyanarayana, M. Prabhakar Reddy, Dhulipala, Jyothi Lakshmi"
595,Illu Illalu,1972,T. Rama Rao,"krishna, Vanisri, gummadi, rajababu, krishnam_raju"
596,Meena,1973,vijaya_nirmala,"krishna, Varalakshmi S., vijaya_nirmala, Kongara Jaggaiah"
597,Devudu Chesina Manushulu,1973,V. Ramachandra Rao,"krishna, N. T. Rama Rao, Jayalalithaa, vijaya_nirmala, allu_ramalingaiah"
598,Alluri Seetharama Raju,1974,V. Ramachandra Rao,"krishna, vijaya_nirmala, Jaggayya, Allu Ramalingiah"
599,Simhasanam,1986,krishna,"krishna, jaya_prada, Radha, Mandakini, Amjad Khan"
600,Gudachari 117,1989,V. Madhusudan Rao,"krishna, bhanu_priya, mahesh_babu, gollapudi_maruthi_rao"
601,Santhi Nivasam,1986,Adurthi Subba Rao,"krishna, suhasini, Radhika Sarathkumar, satyanarayana Kaikala"
602,Pandanti Samsaram,2001,B. Narsing Rao,"krishna, Prithvi, Ravali, Charulatha, kota_srinivasa_rao"
603,Chandravamsam,2002,S. V. krishna Reddy,"krishna, Jayaprada, Suman, Naresh, Sivaji, Rohit, Radhika Varma, Rupa, Sridevi, Eepshitha, Saipriya"
604,Alludu Diddina Kapuram,1991,krishna,"krishna, Shobhana, mohan_babu, Saroja Devi, gollapudi_maruthi_rao"
605,Pedarayudu,1995,Ravi Raja Pinisetty,"mohan_babu, bhanu_priya, soundarya,brahmanandham, Rajinikanth, ms_narayana, babu_mohan"
